source-path,source-module,source-operation,target-path,target-module,target-operation,direction
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,outlink.capacity_in_remain,apps/UXsim/demos_and_examples/example_06en_dynamic_parameter_change.py,example_06en_dynamic_parameter_change,s.W.DELTAN,WRITE
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,x2,apps/UXsim/demos_and_examples/example_14en_multiple_signals_Deep_Reinforcement_Learning_pytorch.py,example_14en_multiple_signals_Deep_Reinforcement_Learning_pytorch,l.end_node.x,WRITE
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,s.capacity_in_remain,apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,s.capacity_in,WRITE
apps/UXsim/demos_and_examples/example_14en_multiple_signals_Deep_Reinforcement_Learning_pytorch.py,example_14en_multiple_signals_Deep_Reinforcement_Learning_pytorch,i4,apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,int,WRITE
apps/UXsim/uxsim/utils.py,uxsim.utils,current_frame,apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,sys._getframe,WRITE
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,x2,apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,l.end_node.y,WRITE
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,s.capacity_in_remain,apps/UXsim/demos_and_examples/example_06en_dynamic_parameter_change.py,example_06en_dynamic_parameter_change,s.W.DELTAT,WRITE
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,s.signal_phase,apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,i,WRITE
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,origs,apps/UXsim/demos_and_examples/example_06en_dynamic_parameter_change.py,example_06en_dynamic_parameter_change,W.get_nodes_in_area,WRITE
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim.Link,s.id,apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,len,WRITE
apps/UXsim/tests/test_verification_straight_road.py,test_verification_straight_road,link2,apps/UXsim/demos_and_examples/example_06en_dynamic_parameter_change.py,example_06en_dynamic_parameter_change,W.addLink,WRITE
apps/UXsim/demos_and_examples/example_04en_automatic_network_generation.py,example_04en_automatic_network_generation,nodes,apps/UXsim/demos_and_examples/example_06en_dynamic_parameter_change.py,example_06en_dynamic_parameter_change,W.addNode,WRITE
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,y2,apps/UXsim/demos_and_examples/example_14en_multiple_signals_Deep_Reinforcement_Learning_pytorch.py,example_14en_multiple_signals_Deep_Reinforcement_Learning_pytorch,l.end_node.x,WRITE
apps/UXsim/demos_and_examples/example_14en_multiple_signals_Deep_Reinforcement_Learning_pytorch.py,example_14en_multiple_signals_Deep_Reinforcement_Learning_pytorch,i3,apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,int,WRITE
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,y2,apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,l.end_node.y,WRITE
apps/UXsim/tests/test_verification_node.py,test_verification_node,q1,apps/UXsim/demos_and_examples/example_06en_dynamic_parameter_change.py,example_06en_dynamic_parameter_change,link1.q_mat.link1.q_mat.mean,WRITE
apps/UXsim/tests/test_verification_node.py,test_verification_node,df,apps/UXsim/demos_and_examples/example_06en_dynamic_parameter_change.py,example_06en_dynamic_parameter_change,W.analyzer.link_to_pandas,WRITE
apps/UXsim/tests/test_verification_multilane.py,test_verification_multilane,tt4,apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,df.df.df.df.sum,WRITE
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,dests,apps/UXsim/demos_and_examples/example_06en_dynamic_parameter_change.py,example_06en_dynamic_parameter_change,W.get_nodes_in_area,WRITE
apps/UXsim/tests/test_verification_taxi.py,test_verification_taxi,n3,apps/UXsim/demos_and_examples/example_06en_dynamic_parameter_change.py,example_06en_dynamic_parameter_change,W.addNode,WRITE
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim.Link,s.name,apps/UXsim/uxsim/TaxiHandler/TaxiHandler.py,uxsim.TaxiHandler.TaxiHandler,name,WRITE
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,vx,apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,y1,WRITE
apps/UXsim/uxsim/OSMImporter2/OSMImporter2.py,uxsim.OSMImporter2.OSMImporter2,node.flow_capacity,apps/UXsim/uxsim/OSMImporter/OSMImporter.py,uxsim.OSMImporter.OSMImporter,max_lanes,WRITE
apps/UXsim/demos_and_examples/example_14en_multiple_signals_Deep_Reinforcement_Learning_pytorch.py,example_14en_multiple_signals_Deep_Reinforcement_Learning_pytorch,i3,apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,int,WRITE
apps/UXsim/tests/test_verification_multilane.py,test_verification_multilane,W,apps/UXsim/demos_and_examples/example_06en_dynamic_parameter_change.py,example_06en_dynamic_parameter_change,World,WRITE
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,vx,apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,y2,WRITE
apps/UXsim/tests/test_notebook_demos_extra.py,test_notebook_demos_extra,nb,apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,nbformat.read,WRITE
apps/UXsim/demos_and_examples/example_14en_multiple_signals_Deep_Reinforcement_Learning_pytorch.py,example_14en_multiple_signals_Deep_Reinforcement_Learning_pytorch,i3,apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,int,WRITE
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim.Link,s.auto_rename,apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,auto_rename,WRITE
apps/UXsim/tests/test_verification_node.py,test_verification_node,q2,apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,link2.q_mat.link2.q_mat.mean,WRITE
apps/UXsim/uxsim/OSMImporter2/OSMImporter2.py,uxsim.OSMImporter2.OSMImporter2,node.number_of_lanes,apps/UXsim/uxsim/OSMImporter/OSMImporter.py,uxsim.OSMImporter.OSMImporter,max_lanes,WRITE
apps/UXsim/tests/test_verification_node.py,test_verification_node,tt1,apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,df.df.df.df.values.df.df.df.df.values,WRITE
apps/UXsim/demos_and_examples/example_14en_multiple_signals_Deep_Reinforcement_Learning_pytorch.py,example_14en_multiple_signals_Deep_Reinforcement_Learning_pytorch,S2,apps/UXsim/demos_and_examples/example_06en_dynamic_parameter_change.py,example_06en_dynamic_parameter_change,W.addNode,WRITE
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,vx,apps/UXsim/demos_and_examples/example_14en_multiple_signals_Deep_Reinforcement_Learning_pytorch.py,example_14en_multiple_signals_Deep_Reinforcement_Learning_pytorch,x2,WRITE
apps/UXsim/demos_and_examples/example_14en_multiple_signals_Deep_Reinforcement_Learning_pytorch.py,example_14en_multiple_signals_Deep_Reinforcement_Learning_pytorch,i4,apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,int,WRITE
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,vx,apps/UXsim/demos_and_examples/example_14en_multiple_signals_Deep_Reinforcement_Learning_pytorch.py,example_14en_multiple_signals_Deep_Reinforcement_Learning_pytorch,x1,WRITE
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,volume,apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,flow,WRITE
apps/UXsim/uxsim/TaxiHandler/TaxiHandler.py,uxsim.TaxiHandler.TaxiHandler,taxi,apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,vacant_taxis.pop,WRITE
apps/UXsim/tests/test_verification_node.py,test_verification_node,tt2,apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,df.df.df.df.values.df.df.df.df.values,WRITE
apps/UXsim/tests/test_verification_multilane.py,test_verification_multilane,vol1,apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,df.df.df.df.values.df.df.df.df.values,WRITE
apps/UXsim/demos_and_examples/example_14en_multiple_signals_Deep_Reinforcement_Learning_pytorch.py,example_14en_multiple_signals_Deep_Reinforcement_Learning_pytorch,i4,apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,int,WRITE
apps/UXsim/tests/test_notebook_demos_extra.py,test_notebook_demos_extra,ep,apps/UXsim/demos_and_examples/example_14en_multiple_signals_Deep_Reinforcement_Learning_pytorch.py,example_14en_multiple_signals_Deep_Reinforcement_Learning_pytorch,CellExecuter,WRITE
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,volume,apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,t_end,WRITE
apps/UXsim/demos_and_examples/example_14en_multiple_signals_Deep_Reinforcement_Learning_pytorch.py,example_14en_multiple_signals_Deep_Reinforcement_Learning_pytorch,i4,apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,int,WRITE
apps/UXsim/tests/test_verification_node.py,test_verification_node,q3,apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,link3.q_mat.link3.q_mat.mean,WRITE
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,vy,apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,y1,WRITE
apps/UXsim/tests/test_verification_node.py,test_verification_node,tt3,apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,df.df.df.df.values.df.df.df.df.values,WRITE
apps/UXsim/demos_and_examples/example_14en_multiple_signals_Deep_Reinforcement_Learning_pytorch.py,example_14en_multiple_signals_Deep_Reinforcement_Learning_pytorch,i3,apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,int,WRITE
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,volume,apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,t_start,WRITE
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,s.name,apps/UXsim/uxsim/uxsim.py,uxsim.uxsim.Route,s.name,WRITE
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,vy,apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,y2,WRITE
apps/UXsim/uxsim/OSMImporter2/OSMImporter2.py,uxsim.OSMImporter2.OSMImporter2,bbox,apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,west,WRITE
apps/UXsim/tests/test_verification_taxi.py,test_verification_taxi,n4,apps/UXsim/demos_and_examples/example_06en_dynamic_parameter_change.py,example_06en_dynamic_parameter_change,W.addNode,WRITE
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,size,apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,int,WRITE
apps/UXsim/tests/test_verification_node.py,test_verification_node,vol1,apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,df.df.df.df.values.df.df.df.df.values,WRITE
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,s.name,apps/UXsim/demos_and_examples/example_27jp_interactive_simulation_by_streamlit.py,example_27jp_interactive_simulation_by_streamlit,join,WRITE
apps/UXsim/tests/test_verification_multilane.py,test_verification_multilane,vol2,apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,df.df.df.df.values.df.df.df.df.values,WRITE
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,vy,apps/UXsim/demos_and_examples/example_14en_multiple_signals_Deep_Reinforcement_Learning_pytorch.py,example_14en_multiple_signals_Deep_Reinforcement_Learning_pytorch,x2,WRITE
apps/UXsim/uxsim/OSMImporter2/OSMImporter2.py,uxsim.OSMImporter2.OSMImporter2,bbox,apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,south,WRITE
apps/UXsim/demos_and_examples/example_14en_multiple_signals_Deep_Reinforcement_Learning_pytorch.py,example_14en_multiple_signals_Deep_Reinforcement_Learning_pytorch,i2,apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,int,WRITE
apps/UXsim/demos_and_examples/example_14en_multiple_signals_Deep_Reinforcement_Learning_pytorch.py,example_14en_multiple_signals_Deep_Reinforcement_Learning_pytorch,self.I1.signal_phase,apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,i1,WRITE
apps/UXsim/tests/test_verification_node.py,test_verification_node,v2,apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,link2.v_mat.link2.v_mat.mean,WRITE
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,vy,apps/UXsim/demos_and_examples/example_14en_multiple_signals_Deep_Reinforcement_Learning_pytorch.py,example_14en_multiple_signals_Deep_Reinforcement_Learning_pytorch,x1,WRITE
apps/UXsim/uxsim/OSMImporter2/OSMImporter2.py,uxsim.OSMImporter2.OSMImporter2,bbox,apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,east,WRITE
apps/UXsim/tests/test_verification_node.py,test_verification_node,vol2,apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,df.df.df.df.values.df.df.df.df.values,WRITE
apps/UXsim/demos_and_examples/example_14en_multiple_signals_Deep_Reinforcement_Learning_pytorch.py,example_14en_multiple_signals_Deep_Reinforcement_Learning_pytorch,S1,apps/UXsim/demos_and_examples/example_06en_dynamic_parameter_change.py,example_06en_dynamic_parameter_change,W.addNode,WRITE
apps/UXsim/uxsim/OSMImporter2/OSMImporter2.py,uxsim.OSMImporter2.OSMImporter2,bbox,apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,north,WRITE
apps/UXsim/demos_and_examples/example_14en_multiple_signals_Deep_Reinforcement_Learning_pytorch.py,example_14en_multiple_signals_Deep_Reinforcement_Learning_pytorch,i2,apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,int,WRITE
apps/UXsim/demos_and_examples/example_08en_signal_reactive_control.py,example_08en_signal_reactive_control,vehicles_per_links,apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,l.num_vehicles,WRITE
apps/UXsim/tests/test_verification_node.py,test_verification_node,vol3,apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,df.df.df.df.values.df.df.df.df.values,WRITE
apps/UXsim/demos_and_examples/example_08en_signal_reactive_control.py,example_08en_signal_reactive_control,max_vehicles_group,apps/UXsim/demos_and_examples/example_14en_multiple_signals_Deep_Reinforcement_Learning_pytorch.py,example_14en_multiple_signals_Deep_Reinforcement_Learning_pytorch,max,WRITE
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,vx,apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,vx,WRITE
apps/UXsim/tests/test_verification_multilane.py,test_verification_multilane,vol3,apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,df.df.df.df.values.df.df.df.df.values,WRITE
apps/UXsim/demos_and_examples/example_14en_multiple_signals_Deep_Reinforcement_Learning_pytorch.py,example_14en_multiple_signals_Deep_Reinforcement_Learning_pytorch,N2,apps/UXsim/demos_and_examples/example_06en_dynamic_parameter_change.py,example_06en_dynamic_parameter_change,W.addNode,WRITE
apps/UXsim/uxsim/OSMImporter2/OSMImporter2.py,uxsim.OSMImporter2.OSMImporter2,simplified_links,apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,_obtain_simplify_osm_by_osmnx_neatnet,WRITE
apps/UXsim/demos_and_examples/example_14en_multiple_signals_Deep_Reinforcement_Learning_pytorch.py,example_14en_multiple_signals_Deep_Reinforcement_Learning_pytorch,i2,apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,int,WRITE
apps/UXsim/tests/test_verification_multilane.py,test_verification_multilane,link1,apps/UXsim/demos_and_examples/example_06en_dynamic_parameter_change.py,example_06en_dynamic_parameter_change,W.addLink,WRITE
apps/UXsim/demos_and_examples/example_14en_multiple_signals_Deep_Reinforcement_Learning_pytorch.py,example_14en_multiple_signals_Deep_Reinforcement_Learning_pytorch,i2,apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,int,WRITE
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,o,apps/UXsim/demos_and_examples/example_06en_dynamic_parameter_change.py,example_06en_dynamic_parameter_change,W.get_node,WRITE
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,vx,apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,vy,WRITE
apps/UXsim/uxsim/TaxiHandler/TaxiHandler.py,uxsim.TaxiHandler.TaxiHandler,vacant_taxis,apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,s.W.VEHICLES.values,WRITE
apps/UXsim/demos_and_examples/example_14en_multiple_signals_Deep_Reinforcement_Learning_pytorch.py,example_14en_multiple_signals_Deep_Reinforcement_Learning_pytorch,i1,apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,int,WRITE
apps/UXsim/tests/test_verification_taxi.py,test_verification_taxi,n5,apps/UXsim/demos_and_examples/example_06en_dynamic_parameter_change.py,example_06en_dynamic_parameter_change,W.addNode,WRITE
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,vy,apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,vx,WRITE
apps/UXsim/demos_and_examples/example_14en_multiple_signals_Deep_Reinforcement_Learning_pytorch.py,example_14en_multiple_signals_Deep_Reinforcement_Learning_pytorch,i1,apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,int,WRITE
apps/UXsim/tests/test_verification_multilane.py,test_verification_multilane,vol4,apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,df.df.df.df.values.df.df.df.df.values,WRITE
apps/UXsim/uxsim/OSMImporter2/OSMImporter2.py,uxsim.OSMImporter2.OSMImporter2,nodes,apps/UXsim/demos_and_examples/example_14en_multiple_signals_Deep_Reinforcement_Learning_pytorch.py,example_14en_multiple_signals_Deep_Reinforcement_Learning_pytorch,_extract_network_from_geodataframe,WRITE
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,vy,apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,vy,WRITE
apps/UXsim/tests/test_verification_multilane.py,test_verification_multilane,link2,apps/UXsim/demos_and_examples/example_06en_dynamic_parameter_change.py,example_06en_dynamic_parameter_change,W.addLink,WRITE
apps/UXsim/demos_and_examples/example_14en_multiple_signals_Deep_Reinforcement_Learning_pytorch.py,example_14en_multiple_signals_Deep_Reinforcement_Learning_pytorch,i1,apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,int,WRITE
apps/UXsim/uxsim/OSMImporter2/OSMImporter2.py,uxsim.OSMImporter2.OSMImporter2,links,apps/UXsim/demos_and_examples/example_14en_multiple_signals_Deep_Reinforcement_Learning_pytorch.py,example_14en_multiple_signals_Deep_Reinforcement_Learning_pytorch,_extract_network_from_geodataframe,WRITE
apps/UXsim/demos_and_examples/example_14en_multiple_signals_Deep_Reinforcement_Learning_pytorch.py,example_14en_multiple_signals_Deep_Reinforcement_Learning_pytorch,N1,apps/UXsim/demos_and_examples/example_06en_dynamic_parameter_change.py,example_06en_dynamic_parameter_change,W.addNode,WRITE
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,xsize,apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,l.k_mat.shape.l.k_mat.shape,WRITE
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim.Link,s.W.LINKS_NAME_DICT,apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,s,WRITE
apps/UXsim/demos_and_examples/example_14en_multiple_signals_Deep_Reinforcement_Learning_pytorch.py,example_14en_multiple_signals_Deep_Reinforcement_Learning_pytorch,i1,apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,int,WRITE
apps/UXsim/tests/test_verification_multilane.py,test_verification_multilane,df2,apps/UXsim/demos_and_examples/example_06en_dynamic_parameter_change.py,example_06en_dynamic_parameter_change,W.analyzer.od_to_pandas,WRITE
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,c,apps/UXsim/uxsim/DTAsolvers/DTAsolvers.py,uxsim.DTAsolvers.DTAsolvers,range,WRITE
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim.Link,s.start_node.outlinks,apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,s,WRITE
apps/UXsim/tests/test_verification_node.py,test_verification_node,q1,apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,np.average,WRITE
apps/UXsim/tests/test_verification_multilane.py,test_verification_multilane,link3,apps/UXsim/demos_and_examples/example_06en_dynamic_parameter_change.py,example_06en_dynamic_parameter_change,W.addLink,WRITE
apps/UXsim/demos_and_examples/example_14en_multiple_signals_Deep_Reinforcement_Learning_pytorch.py,example_14en_multiple_signals_Deep_Reinforcement_Learning_pytorch,E2,apps/UXsim/demos_and_examples/example_06en_dynamic_parameter_change.py,example_06en_dynamic_parameter_change,W.addNode,WRITE
apps/UXsim/demos_and_examples/example_14en_multiple_signals_Deep_Reinforcement_Learning_pytorch.py,example_14en_multiple_signals_Deep_Reinforcement_Learning_pytorch,binstr,apps/UXsim/demos_and_examples/example_14en_multiple_signals_Deep_Reinforcement_Learning_pytorch.py,example_14en_multiple_signals_Deep_Reinforcement_Learning_pytorch,action_index,WRITE
apps/UXsim/tests/test_verification_node.py,test_verification_node,W,apps/UXsim/demos_and_examples/example_06en_dynamic_parameter_change.py,example_06en_dynamic_parameter_change,World,WRITE
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,d,apps/UXsim/demos_and_examples/example_06en_dynamic_parameter_change.py,example_06en_dynamic_parameter_change,W.get_node,WRITE
apps/UXsim/demos_and_examples/example_11en_signal_4legged_intersection_reactive_control.py,example_11en_signal_4legged_intersection_reactive_control,W,apps/UXsim/demos_and_examples/example_06en_dynamic_parameter_change.py,example_06en_dynamic_parameter_change,World,WRITE
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim.Link,s.end_node.inlinks,apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,s,WRITE
apps/UXsim/uxsim/TaxiHandler/TaxiHandler.py,uxsim.TaxiHandler.TaxiHandler,dist_tmp,apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,float,WRITE
apps/UXsim/tests/test_verification_taxi.py,test_verification_taxi,n6,apps/UXsim/demos_and_examples/example_06en_dynamic_parameter_change.py,example_06en_dynamic_parameter_change,W.addNode,WRITE
apps/UXsim/tests/test_verification_multilane.py,test_verification_multilane,W,apps/UXsim/demos_and_examples/example_06en_dynamic_parameter_change.py,example_06en_dynamic_parameter_change,World,WRITE
apps/UXsim/tests/test_verification_multilane.py,test_verification_multilane,tta,apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,df2.df2.values.df2.df2.values,WRITE
apps/UXsim/uxsim/OSMImporter2/OSMImporter2.py,uxsim.OSMImporter2.OSMImporter2,stats_count,apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,defaultdict,WRITE
apps/UXsim/demos_and_examples/example_14en_multiple_signals_Deep_Reinforcement_Learning_pytorch.py,example_14en_multiple_signals_Deep_Reinforcement_Learning_pytorch,E1,apps/UXsim/demos_and_examples/example_06en_dynamic_parameter_change.py,example_06en_dynamic_parameter_change,W.addNode,WRITE
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim.Link,s.attribute,apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,attribute,WRITE
apps/UXsim/tests/test_verification_node.py,test_verification_node,q2,apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,np.average,WRITE
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,lw,apps/UXsim/uxsim/DTAsolvers/DTAsolvers.py,uxsim.DTAsolvers.DTAsolvers,range,WRITE
apps/UXsim/demos_and_examples/example_14en_multiple_signals_Deep_Reinforcement_Learning_pytorch.py,example_14en_multiple_signals_Deep_Reinforcement_Learning_pytorch,n_queue_veh_old,apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,TrafficSim,WRITE
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim.Link,s.user_attribute,apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,user_attribute,WRITE
apps/UXsim/demos_and_examples/example_08en_signal_reactive_control.py,example_08en_signal_reactive_control,node_signal.signal_phase,apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,max_vehicles_group.max_vehicles_group,WRITE
