callerfilename,callermodule,callerfunction,calleefilename,calleemodule,calleefunction
./apps/Pillow/src/PIL/PsdImagePlugin.py,PIL.PsdImagePlugin,_open,./apps/Pillow/src/PIL/PsdImagePlugin.py,PIL.PsdImagePlugin,_maketile
./apps/Pillow/src/PIL/Image.py,PIL.Image,reduce,./apps/Pillow/src/PIL/ImageFont.py,PIL.ImageFont,self.load
./apps/Pillow/src/PIL/TiffImagePlugin.py,PIL.TiffImagePlugin,_seek,++imported++,math,isinstance
./apps/Pillow/src/PIL/ImagePalette.py,PIL.ImagePalette,make_linear_lut,builtins,builtins,range
./apps/Pillow/src/PIL/Image.py,PIL.Image,__getstate__,./apps/Pillow/src/PIL/PaletteFile.py,PIL.PaletteFile,self.getpalette
./apps/Pillow/src/PIL/TiffImagePlugin.py,PIL.TiffImagePlugin,_seek,builtins,builtins,len
./apps/Pillow/src/PIL/Image.py,PIL.Image,reduce,./apps/Pillow/src/PIL/Image.py,PIL.Image,self._new
./apps/Pillow/src/PIL/WebPImagePlugin.py,PIL.WebPImagePlugin,_save_all,++imported++,math,isinstance
./apps/Pillow/src/PIL/ImagePalette.py,PIL.ImagePalette,make_linear_lut,_sqlite3,_sqlite3,NotImplementedError
./apps/Pillow/src/PIL/Image.py,PIL.Image,__setstate__,./apps/Pillow/src/PIL/IptcImagePlugin.py,PIL.IptcImagePlugin,Image.__init__
./apps/Pillow/src/PIL/WebPImagePlugin.py,PIL.WebPImagePlugin,_save_all,builtins,builtins,len
./apps/Pillow/src/PIL/Image.py,PIL.Image,reduce,./apps/Pillow/src/PIL/Jpeg2KImagePlugin.py,PIL.Jpeg2KImagePlugin,self.im.reduce
./apps/Pillow/src/PIL/PsdImagePlugin.py,PIL.PsdImagePlugin,layers,++imported++,math,isinstance
./apps/Pillow/src/PIL/WebPImagePlugin.py,PIL.WebPImagePlugin,_save_all,builtins,builtins,all
./apps/Pillow/src/PIL/PsdImagePlugin.py,PIL.PsdImagePlugin,layers,./apps/Pillow/src/PIL/ImImagePlugin.py,PIL.ImImagePlugin,self._fp.seek
./apps/Pillow/src/PIL/ImagePalette.py,PIL.ImagePalette,make_gamma_lut,shutil,shutil,int
./apps/Pillow/src/PIL/ImageSequence.py,PIL.ImageSequence,__init__,builtins,builtins,hasattr
./apps/Pillow/src/PIL/TiffImagePlugin.py,PIL.TiffImagePlugin,_seek,./apps/Pillow/src/PIL/ImageFont.py,PIL.ImageFont,self._reload_exif
./apps/Pillow/src/PIL/ImagePalette.py,PIL.ImagePalette,make_gamma_lut,builtins,builtins,range
./apps/Pillow/src/PIL/WebPImagePlugin.py,PIL.WebPImagePlugin,_save_all,_sqlite3,_sqlite3,OSError
./apps/Pillow/src/PIL/Image.py,PIL.Image,rotate,./apps/Pillow/src/PIL/ImagePalette.py,PIL.ImagePalette,self.copy
./apps/Pillow/src/PIL/PsdImagePlugin.py,PIL.PsdImagePlugin,layers,++imported++,typing,io.BytesIO
./apps/Pillow/src/PIL/ImageSequence.py,PIL.ImageSequence,__init__,_sqlite3,_sqlite3,AttributeError
./apps/Pillow/src/PIL/Image.py,PIL.Image,rotate,./apps/Pillow/src/PIL/Image.py,PIL.Image,self.transpose
./apps/Pillow/src/PIL/PsdImagePlugin.py,PIL.PsdImagePlugin,layers,./apps/Pillow/src/PIL/_typing.py,PIL._typing,ImageFile._safe_read
./apps/Pillow/src/PIL/ImagePalette.py,PIL.ImagePalette,negative,pydoc,pydoc,list
./apps/Pillow/src/PIL/TiffImagePlugin.py,PIL.TiffImagePlugin,_seek,./apps/Pillow/src/PIL/TiffImagePlugin.py,PIL.TiffImagePlugin,ImageFileDirectory_v1.from_v2
./apps/Pillow/src/PIL/Image.py,PIL.Image,rotate,./apps/Pillow/src/PIL/Image.py,PIL.Image,self.transpose
./apps/Pillow/src/PIL/ImagePalette.py,PIL.ImagePalette,negative,builtins,builtins,range
./apps/Pillow/src/PIL/PsdImagePlugin.py,PIL.PsdImagePlugin,layers,./apps/Pillow/src/PIL/PsdImagePlugin.py,PIL.PsdImagePlugin,_layerinfo
./apps/Pillow/src/PIL/ImageSequence.py,PIL.ImageSequence,__init__,webbrowser,webbrowser,getattr
./apps/Pillow/src/PIL/TiffImagePlugin.py,PIL.TiffImagePlugin,_seek,./apps/Pillow/src/PIL/TiffImagePlugin.py,PIL.TiffImagePlugin,self._setup
./apps/Pillow/src/PIL/ImagePalette.py,PIL.ImagePalette,negative,./apps/Pillow/src/PIL/ImagePalette.py,PIL.ImagePalette,palette.reverse
./apps/Pillow/src/PIL/ImagePalette.py,PIL.ImagePalette,negative,builtins,builtins,len
./apps/Pillow/src/PIL/PsdImagePlugin.py,PIL.PsdImagePlugin,layers,builtins,builtins,len
./apps/Pillow/src/PIL/ImageSequence.py,PIL.ImageSequence,__getitem__,./apps/Pillow/src/PIL/ImImagePlugin.py,PIL.ImImagePlugin,self.im.seek
./apps/Pillow/src/PIL/ImageSequence.py,PIL.ImageSequence,__getitem__,_sqlite3,_sqlite3,IndexError
./apps/Pillow/src/PIL/ImagePalette.py,PIL.ImagePalette,negative,builtins,builtins,len
./apps/Pillow/src/PIL/WebPImagePlugin.py,PIL.WebPImagePlugin,_save_all,./apps/Pillow/src/PIL/Image.py,PIL.Image,_webp.WebPAnimEncoder
./apps/Pillow/src/PIL/TiffImagePlugin.py,PIL.TiffImagePlugin,get_photoshop_blocks,getopt,getopt,self.tag_v2.get
./apps/Pillow/src/PIL/PsdImagePlugin.py,PIL.PsdImagePlugin,n_frames,builtins,builtins,len
./apps/Pillow/src/PIL/Image.py,PIL.Image,rotate,math,math,math.radians
./apps/Pillow/src/PIL/ImageSequence.py,PIL.ImageSequence,__next__,./apps/Pillow/src/PIL/ImImagePlugin.py,PIL.ImImagePlugin,self.im.seek
./apps/Pillow/src/PIL/TiffImagePlugin.py,PIL.TiffImagePlugin,get_photoshop_blocks,multiprocessing,multiprocessing,val.startswith
./apps/Pillow/src/PIL/Image.py,PIL.Image,__setstate__,./apps/Pillow/src/PIL/Image.py,PIL.Image,core.new
./apps/Pillow/src/PIL/PsdImagePlugin.py,PIL.PsdImagePlugin,is_animated,builtins,builtins,len
./apps/Pillow/src/PIL/ImagePalette.py,PIL.ImagePalette,negative,./apps/Pillow/src/PIL/ImagePalette.py,PIL.ImagePalette.ImagePalette,ImagePalette
./apps/Pillow/src/PIL/WebPImagePlugin.py,PIL.WebPImagePlugin,_save_all,./apps/Pillow/src/PIL/ImImagePlugin.py,PIL.ImImagePlugin,im.tell
./apps/Pillow/src/PIL/Image.py,PIL.Image,__setstate__,./apps/Pillow/src/PIL/ImagePalette.py,PIL.ImagePalette,self.putpalette
./apps/Pillow/src/PIL/ImageSequence.py,PIL.ImageSequence,__next__,subprocess,subprocess,StopIteration
./apps/Pillow/src/PIL/TiffImagePlugin.py,PIL.TiffImagePlugin,get_photoshop_blocks,++imported++,_binary,i16
./apps/Pillow/src/PIL/PsdImagePlugin.py,PIL.PsdImagePlugin,seek,./apps/Pillow/src/PIL/features.py,PIL.features,self._seek_check
./apps/Pillow/src/PIL/Image.py,PIL.Image,__setstate__,./apps/Pillow/src/PIL/GimpPaletteFile.py,PIL.GimpPaletteFile,self.frombytes
./apps/Pillow/src/PIL/ImageSequence.py,PIL.ImageSequence,all_frames,++imported++,math,isinstance
./apps/Pillow/src/PIL/PsdImagePlugin.py,PIL.PsdImagePlugin,seek,++imported++,math,isinstance
./apps/Pillow/src/PIL/WebPImagePlugin.py,PIL.WebPImagePlugin,_save_all,webbrowser,webbrowser,getattr
./apps/Pillow/src/PIL/Image.py,PIL.Image,rotate,builtins,builtins,round
./apps/Pillow/src/PIL/ImagePalette.py,PIL.ImagePalette,_new_color_index,++imported++,math,isinstance
./apps/Pillow/src/PIL/TiffImagePlugin.py,PIL.TiffImagePlugin,get_photoshop_blocks,++imported++,math,math.ceil
./apps/Pillow/src/PIL/WebPImagePlugin.py,PIL.WebPImagePlugin,_save_all,builtins,builtins,range
./apps/Pillow/src/PIL/Image.py,PIL.Image,rotate,getopt,getopt,math.cos
./apps/Pillow/src/PIL/Image.py,PIL.Image,tobytes,builtins,builtins,len
./apps/Pillow/src/PIL/Image.py,PIL.Image,rotate,builtins,builtins,round
./apps/Pillow/src/PIL/WebPImagePlugin.py,PIL.WebPImagePlugin,_save_all,./apps/Pillow/src/PIL/ImImagePlugin.py,PIL.ImImagePlugin,ims.seek
./apps/Pillow/src/PIL/Image.py,PIL.Image,tobytes,++imported++,math,isinstance
./apps/Pillow/src/PIL/TiffImagePlugin.py,PIL.TiffImagePlugin,get_photoshop_blocks,++imported++,_binary,i32
./apps/Pillow/src/PIL/ImagePalette.py,PIL.ImagePalette,_new_color_index,builtins,builtins,bytearray
./apps/Pillow/src/PIL/Image.py,PIL.Image,rotate,++imported++,math,math.sin
./apps/Pillow/src/PIL/ImageSequence.py,PIL.ImageSequence,all_frames,./apps/Pillow/src/PIL/ImImagePlugin.py,PIL.ImImagePlugin,imSequence.tell
./apps/Pillow/src/PIL/ImagePalette.py,PIL.ImagePalette,_new_color_index,builtins,builtins,len
./apps/Pillow/src/PIL/WebPImagePlugin.py,PIL.WebPImagePlugin,_save_all,./apps/Pillow/src/PIL/WebPImagePlugin.py,PIL.WebPImagePlugin,_convert_frame
./apps/Pillow/src/PIL/Image.py,PIL.Image,rotate,builtins,builtins,round
./apps/Pillow/src/PIL/WebPImagePlugin.py,PIL.WebPImagePlugin,_save_all,./apps/Pillow/src/PIL/ImageChops.py,PIL.ImageChops,enc.add
./apps/Pillow/src/PIL/Image.py,PIL.Image,rotate,++imported++,math,math.sin
./apps/Pillow/src/PIL/Image.py,PIL.Image,tobytes,./apps/Pillow/src/PIL/ImageFont.py,PIL.ImageFont,self.load
./apps/Pillow/src/PIL/ImageSequence.py,PIL.ImageSequence,all_frames,./apps/Pillow/src/PIL/IcoImagePlugin.py,PIL.IcoImagePlugin,im_frame.copy
./apps/Pillow/src/PIL/Image.py,PIL.Image,rotate,builtins,builtins,round
./apps/Pillow/src/PIL/WebPImagePlugin.py,PIL.WebPImagePlugin,_save_all,./apps/Pillow/src/PIL/IcoImagePlugin.py,PIL.IcoImagePlugin,frame.getim
./apps/Pillow/src/PIL/ImageSequence.py,PIL.ImageSequence,all_frames,./apps/Pillow/src/PIL/ImageSequence.py,PIL.ImageSequence.Iterator,Iterator
./apps/Pillow/src/PIL/ImagePalette.py,PIL.ImagePalette,_new_color_index,./apps/Pillow/src/PIL/PSDraw.py,PIL.PSDraw,image.info.get
./apps/Pillow/src/PIL/WebPImagePlugin.py,PIL.WebPImagePlugin,_save_all,builtins,builtins,round
./apps/Pillow/src/PIL/TiffImagePlugin.py,PIL.TiffImagePlugin,get_photoshop_blocks,++imported++,math,math.ceil
./apps/Pillow/src/PIL/Image.py,PIL.Image,tobytes,./apps/Pillow/src/PIL/Image.py,PIL.Image,_getencoder
./apps/Pillow/src/PIL/Image.py,PIL.Image,rotate,getopt,getopt,math.cos
./apps/Pillow/src/PIL/ImageSequence.py,PIL.ImageSequence,all_frames,./apps/Pillow/src/PIL/ImImagePlugin.py,PIL.ImImagePlugin,imSequence.seek
./apps/Pillow/src/PIL/ImagePalette.py,PIL.ImagePalette,_new_color_index,./apps/Pillow/src/PIL/PSDraw.py,PIL.PSDraw,image.info.get
./apps/Pillow/src/PIL/WebPImagePlugin.py,PIL.WebPImagePlugin,_save_all,++imported++,math,isinstance
./apps/Pillow/src/PIL/Image.py,PIL.Image,tobytes,./apps/Pillow/src/PIL/PSDraw.py,PIL.PSDraw,e.setimage
./apps/Pillow/src/PIL/TiffImagePlugin.py,PIL.TiffImagePlugin,load,./apps/Pillow/src/PIL/ImageFont.py,PIL.ImageFont,self._load_libtiff
./apps/Pillow/src/PIL/ImageSequence.py,PIL.ImageSequence,all_frames,./apps/Pillow/src/PIL/ImageSequence.py,PIL.ImageSequence,func
./apps/Pillow/src/PIL/ImagePalette.py,PIL.ImagePalette,_new_color_index,inspect,inspect,reversed
./apps/Pillow/src/PIL/TiffImagePlugin.py,PIL.TiffImagePlugin,load,./apps/Pillow/src/PIL/ImageFont.py,PIL.ImageFont,super.load
./apps/Pillow/src/PIL/ImagePalette.py,PIL.ImagePalette,_new_color_index,pydoc,pydoc,list
./apps/Pillow/src/PIL/Image.py,PIL.Image,tobytes,builtins,builtins,max
